Ndex,Cameo Pokémon,Card name,Set,#,TCGPlayer Link,Notes
928,Smoliv,Professor Sada's Vitality,Paradox Rift,256,https://www.tcgplayer.com/product/523937/pokemon-sv04-paradox-rift-professor-sadas-vitality-256-182,
931,Squawkabilly,Celebratory Fanfare,SV-P Promos,110,https://www.tcgplayer.com/product/587860/pokemon-japan-sv-p-promotional-cards-celebration-fanfare-110-sv-p,
,,Paradise Resort,SV Promos,150,https://www.tcgplayer.com/product/578146/pokemon-sv-scarlet-and-violet-promo-cards-paradise-resort-150-world-championships-2024,
935,Charcadet,Clive,Paldean Fates,236,https://www.tcgplayer.com/product/535098/pokemon-sv-paldean-fates-clive-236-091,
938,Tadbulb,Clive,Paldean Fates,236,https://www.tcgplayer.com/product/535098/pokemon-sv-paldean-fates-clive-236-091,
,,Levincia,Destined Rivals,244,https://www.tcgplayer.com/product/633044/pokemon-sv10-destined-rivals-levincia,
,,Iono's Bellibolt ex,Ascended Heroes,279,https://www.tcgplayer.com/product/676091/pokemon-me-ascended-heroes-ionos-bellibolt-ex-279-217,
939,Bellibolt,Iono,Paldean Fates,237,https://www.tcgplayer.com/product/535101/pokemon-sv-paldean-fates-iono-237-091,
940,Wattrel,Iono,Paldean Fates,237,https://www.tcgplayer.com/product/535101/pokemon-sv-paldean-fates-iono-237-091,
942,Maschiff,Kieran,Twilight Masquerade,218,https://www.tcgplayer.com/product/550262/pokemon-sv06-twilight-masquerade-kieran-218-167,clothing design
,,Lacey,Stellar Crown,172,https://www.tcgplayer.com/product/567484/pokemon-sv07-stellar-crown-lacey-172-142,
,,Drayton,Surging Sparks,174,https://www.tcgplayer.com/product/589923/pokemon-sv08-surging-sparks-drayton-174-191,
,,Drayton,Surging Sparks,232,https://www.tcgplayer.com/product/589924/pokemon-sv08-surging-sparks-drayton-232-191,
,,Drayton,Surging Sparks,244,https://www.tcgplayer.com/product/589925/pokemon-sv08-surging-sparks-drayton-244-191,
,,Drayton,Prismatic Evolutions,172,https://www.tcgplayer.com/product/610527/pokemon-sv-prismatic-evolutions-drayton,
943,Mabosstiff,Arven,Scarlet & Violet,249,https://www.tcgplayer.com/product/490292/pokemon-sv01-scarlet-and-violet-base-set-arven-249-198,
,,Arven,Paldean Fates,235,https://www.tcgplayer.com/product/535095/pokemon-sv-paldean-fates-arven,
,,Maschiff,Abyss Eye,55,https://www.tcgplayer.com/product/695090/pokemon-japan-m5-abyss-eye-maschiff,sticker
944,Shroodle,Gravity Mountain,Surging Sparks,250,https://www.tcgplayer.com/product/593857/pokemon-sv08-surging-sparks-gravity-mountain-250-191,
946,Bramblin,Flygon,Phantasmal Flames,101,https://www.tcgplayer.com/product/662160/pokemon-me02-phantasmal-flames-flygon-101-094,
951,Capsakid,Cramorant,Twilight Masquerade,176,https://www.tcgplayer.com/product/550220/pokemon-sv06-twilight-masquerade-cramorant-176-167,
959,Tinkaton,Hiroshima's Pikachu,SV-P Promos ,261,https://www.tcgplayer.com/product/650763/pokemon-japan-sv-p-promotional-cards-hiroshimas-pikachu-261-sv-p,
963,Finizen,Palafin,Obsidian Flames,200,https://www.tcgplayer.com/product/509946/pokemon-sv03-obsidian-flames-palafin-200-197,
,,Palafin,Paldean Fates,225,https://www.tcgplayer.com/product/534736/pokemon-sv-paldean-fates-palafin-225-091,
964,Palafin,Paradise Resort,SV Promos,150,https://www.tcgplayer.com/product/578146/pokemon-sv-scarlet-and-violet-promo-cards-paradise-resort-150-world-championships-2024,
966,Revavroom,Paradise Resort,SV Promos,224,https://www.tcgplayer.com/product/649232/pokemon-sv-scarlet-and-violet-promo-cards-paradise-resort-224-world-championships-2025,
967,Cyclizar,Victini ex,SV-P Promos,52,,"this card was only released in Traditional Chinese, Indonesian, Thai, and Simplified Chinese"
,,Professor Turo's Scenario,Paradox Rift,257,https://www.tcgplayer.com/product/523938/pokemon-sv04-paradox-rift-professor-turos-scenario-257-182,
970,Glimmora,Area Zero Underdepths,Stellar Crown,174,https://www.tcgplayer.com/product/567490/pokemon-sv07-stellar-crown-area-zero-underdepths-174-142,
973,Flamigo,Beach Court,Paradox Rift,263,https://www.tcgplayer.com/product/523944/pokemon-sv04-paradox-rift-beach-court-263-182,
,,Paradise Resort,SV Promos,224,https://www.tcgplayer.com/product/649232/pokemon-sv-scarlet-and-violet-promo-cards-paradise-resort-224-world-championships-2025,
978,Tatsugiri,Dondozo,Scarlet & Violet,61,https://www.tcgplayer.com/product/487913/pokemon-sv01-scarlet-and-violet-base-set-dondozo-061-198,
,,Dondozo,Scarlet & Violet,207,https://www.tcgplayer.com/product/487060/pokemon-sv01-scarlet-and-violet-base-set-dondozo-207-198,
979,Annihilape,Eri,Temporal Forces,210,https://www.tcgplayer.com/product/542931/pokemon-sv05-temporal-forces-eri-210-162,
980,Clodsire,Rika,Bonus Turn,159,,this card was only released in Simplified Chinese
983,Kingambit,Rust Syndicate Grunt,Abyss Eye,77,https://www.tcgplayer.com/product/695109/pokemon-japan-m5-abyss-eye-rust-syndicate-grunt-077-081,statue
985,Scream Tail,Roaring Moon ex,Paradox Rift,251,https://www.tcgplayer.com/product/523932/pokemon-sv04-paradox-rift-roaring-moon-ex-251-182,
986,Brute Bonnet,Roaring Moon ex,Paradox Rift,251,https://www.tcgplayer.com/product/523932/pokemon-sv04-paradox-rift-roaring-moon-ex-251-182,
987,Flutter Mane,Roaring Moon ex,Paradox Rift,251,https://www.tcgplayer.com/product/523932/pokemon-sv04-paradox-rift-roaring-moon-ex-251-182,
988,Slither Wing,Roaring Moon ex,Paradox Rift,251,https://www.tcgplayer.com/product/523932/pokemon-sv04-paradox-rift-roaring-moon-ex-251-182,
989,Sandy Shocks,Roaring Moon ex,Paradox Rift,251,https://www.tcgplayer.com/product/523932/pokemon-sv04-paradox-rift-roaring-moon-ex-251-182,
991,Iron Bundle,Iron Valiant ex,Paradox Rift,249,https://www.tcgplayer.com/product/523930/pokemon-sv04-paradox-rift-iron-valiant-ex-249-182,
992,Iron Hands,Celebratory Fanfare,SV-P Promos,174,https://www.tcgplayer.com/product/587916/pokemon-japan-sv-p-promotional-cards-celebration-fanfare-174-sv-p,
994,Iron Moth,Iron Valiant ex,Paradox Rift,249,https://www.tcgplayer.com/product/523930/pokemon-sv04-paradox-rift-iron-valiant-ex-249-182,
995,Iron Thorns,Iron Valiant ex,Paradox Rift,249,https://www.tcgplayer.com/product/523930/pokemon-sv04-paradox-rift-iron-valiant-ex-249-182,
,,Pikachu,SV Promos,225,https://www.tcgplayer.com/product/648631/pokemon-sv-scarlet-and-violet-promo-cards-pikachu-225-world-championship-2025,
996,Frigibax,Celebratory Fanfare,SV-P Promos,110,https://www.tcgplayer.com/product/587860/pokemon-japan-sv-p-promotional-cards-celebration-fanfare-110-sv-p,
999,Gimmighoul,Victini ex,SV-P Promos,52,,"this card was only released in Traditional Chinese, Indonesian, Thai, and Simplified Chinese"
1000,Gholdengo,Celebratory Fanfare,SV-P Promos,174,https://www.tcgplayer.com/product/587916/pokemon-japan-sv-p-promotional-cards-celebration-fanfare-174-sv-p,
,,Paradise Resort,SV Promos,150,https://www.tcgplayer.com/product/578146/pokemon-sv-scarlet-and-violet-promo-cards-paradise-resort-150-world-championships-2024,
,,Gimmighoul,Paradox Rift,198,https://www.tcgplayer.com/product/523879/pokemon-sv04-paradox-rift-gimmighoul-198-182,only partially visible
1005,Roaring Moon,Celebratory Fanfare,SV-P Promos,174,https://www.tcgplayer.com/product/587916/pokemon-japan-sv-p-promotional-cards-celebration-fanfare-174-sv-p,
1007,Koraidon,Victory Symbol,SV-P Promos,1st,https://www.tcgplayer.com/product/587927/pokemon-japan-sv-p-promotional-cards-victory-symbol-1st,
,,Celebratory Fanfare,SV-P Promos,110,https://www.tcgplayer.com/product/587860/pokemon-japan-sv-p-promotional-cards-celebration-fanfare-110-sv-p,
,,Pikachu ex,2023 World Championship Deck,1,https://www.tcgplayer.com/product/593325/pokemon-japan-wcs23-2023-world-championships-yokohama-deck-pikachu-pikachu-ex,
,,Explorer's Guidance,Temporal Forces,148,https://www.tcgplayer.com/product/542662/pokemon-sv05-temporal-forces-explorers-guidance-147-162,Scarlet Book
,,,Prismatic Evolutions,107,https://www.tcgplayer.com/product/610462/pokemon-sv-prismatic-evolutions-explorers-guidance,
,,Explorer's Guidance,Temporal Forces,200,https://www.tcgplayer.com/product/542921/pokemon-sv05-temporal-forces-explorers-guidance-200-162,
1008,Miraidon,Victory Symbol,SV-P Promos,1st,https://www.tcgplayer.com/product/587927/pokemon-japan-sv-p-promotional-cards-victory-symbol-1st,
,,Celebratory Fanfare,SV-P Promos,110,https://www.tcgplayer.com/product/587860/pokemon-japan-sv-p-promotional-cards-celebration-fanfare-110-sv-p,
,,Pikachu ex,2023 World Championship Deck,1,https://www.tcgplayer.com/product/593325/pokemon-japan-wcs23-2023-world-championships-yokohama-deck-pikachu-pikachu-ex,
,,Ciphermaniac's Codebreaking,Temporal Forces,145,https://www.tcgplayer.com/product/542660/pokemon-sv05-temporal-forces-ciphermaniacs-codebreaking-145-162,Violet Book
,,,Prismatic Evolutions,104,https://www.tcgplayer.com/product/610459/pokemon-sv-prismatic-evolutions-ciphermaniacs-codebreaking,
,,Ciphermaniac's Codebreaking,Temporal Forces,198,https://www.tcgplayer.com/product/542919/pokemon-sv05-temporal-forces-ciphermaniacs-codebreaking-198-162,
,,Ciphermaniac's Codebreaking,Blade Awakening,245,,Violet Book; this card was only released in Simplified Chinese
1012,Poltchageist,Dhelmise,Abyss Eye,88,https://www.tcgplayer.com/product/695039/pokemon-japan-m5-abyss-eye-dhelmise-088-081,
1013,Sinistcha,Dhelmise,Abyss Eye,88,https://www.tcgplayer.com/product/695039/pokemon-japan-m5-abyss-eye-dhelmise-088-081,
1014,Okidogi,Caretaker,Twilight Masquerade,144,https://www.tcgplayer.com/product/550188/pokemon-sv06-twilight-masquerade-caretaker-144-167,sign
,,Community Center,Twilight Masquerade,146,https://www.tcgplayer.com/product/550190/pokemon-sv06-twilight-masquerade-community-center,
,,Clefairy,Twilight Masquerade,78,https://www.tcgplayer.com/product/550122/pokemon-sv06-twilight-masquerade-clefairy,statue
,,Kieran,Twilight Masquerade,218,https://www.tcgplayer.com/product/550262/pokemon-sv06-twilight-masquerade-kieran-218-167,mask
1015,Munkidori,Caretaker,Twilight Masquerade,144,https://www.tcgplayer.com/product/550188/pokemon-sv06-twilight-masquerade-caretaker-144-167,sign
,,Community Center,Twilight Masquerade,146,https://www.tcgplayer.com/product/550190/pokemon-sv06-twilight-masquerade-community-center,
,,Clefairy,Twilight Masquerade,78,https://www.tcgplayer.com/product/550122/pokemon-sv06-twilight-masquerade-clefairy,statue
,,Kieran,Twilight Masquerade,218,https://www.tcgplayer.com/product/550262/pokemon-sv06-twilight-masquerade-kieran-218-167,mask
1016,Fezandipiti,Caretaker,Twilight Masquerade,144,https://www.tcgplayer.com/product/550188/pokemon-sv06-twilight-masquerade-caretaker-144-167,sign
,,Community Center,Twilight Masquerade,146,https://www.tcgplayer.com/product/550190/pokemon-sv06-twilight-masquerade-community-center,
,,Clefairy,Twilight Masquerade,78,https://www.tcgplayer.com/product/550122/pokemon-sv06-twilight-masquerade-clefairy,statue
1017,Ogerpon,Celebratory Fanfare,SV-P Promos,174,https://www.tcgplayer.com/product/587916/pokemon-japan-sv-p-promotional-cards-celebration-fanfare-174-sv-p,
,,Ogre's Mask,Twilight Masquerade,159,https://www.tcgplayer.com/product/550203/pokemon-sv06-twilight-masquerade-ogres-mask,mask
,,,Prismatic Evolutions,118,https://www.tcgplayer.com/product/610473/pokemon-sv-prismatic-evolutions-ogres-mask,
,,Dipplin,Twilight Masquerade,170,https://www.tcgplayer.com/product/550214/pokemon-sv06-twilight-masquerade-dipplin-170-167,
,,Kieran,Twilight Masquerade,218,https://www.tcgplayer.com/product/550262/pokemon-sv06-twilight-masquerade-kieran-218-167,
1024,Terapagos,Sprigatito,Gem Pack Vol. 1,01 09,,dormant state; this card was only released in Simplified Chinese
,,Cinderace ex,Stellar Crown,157,https://www.tcgplayer.com/product/567447/pokemon-sv07-stellar-crown-cinderace-ex-157-142,Stellar-type Tera Jewel
,,Galvantula ex,Stellar Crown,159,https://www.tcgplayer.com/product/567449/pokemon-sv07-stellar-crown-galvantula-ex-159-142,
,,Galvantula ex,Stellar Crown,168,https://www.tcgplayer.com/product/567474/pokemon-sv07-stellar-crown-galvantula-ex-168-142,
,,Pikachu ex,Surging Sparks,219,https://www.tcgplayer.com/product/590026/pokemon-sv08-surging-sparks-pikachu-ex-219-191,
,,,Surging Sparks,247,https://www.tcgplayer.com/product/593169/pokemon-sv08-surging-sparks-pikachu-ex-247-191,
,,,Prismatic Evolutions,179,https://www.tcgplayer.com/product/610534/pokemon-sv-prismatic-evolutions-pikachu-ex-179-131,
,,Palossand ex,Surging Sparks,221,https://www.tcgplayer.com/product/590019/pokemon-sv08-surging-sparks-palossand-ex-221-191,
,,Flygon ex,Surging Sparks,222,https://www.tcgplayer.com/product/589951/pokemon-sv08-surging-sparks-flygon-ex-222-191,
,,Hydreigon ex,Surging Sparks,223,https://www.tcgplayer.com/product/589966/pokemon-sv08-surging-sparks-hydreigon-ex-223-191,
,,Alolan Exeggutor ex,Surging Sparks,225,https://www.tcgplayer.com/product/589859/pokemon-sv08-surging-sparks-alolan-exeggutor-ex-225-191,
,,,Surging Sparks,248,https://www.tcgplayer.com/product/593855/pokemon-sv08-surging-sparks-alolan-exeggutor-ex-248-191,
,,Tatsugiri ex,Surging Sparks,226,https://www.tcgplayer.com/product/590074/pokemon-sv08-surging-sparks-tatsugiri-ex-226-191,
,,Cyclizar ex,Surging Sparks,228,https://www.tcgplayer.com/product/589911/pokemon-sv08-surging-sparks-cyclizar-ex-228-191,
,,Pikachu ex,Surging Sparks,238,https://www.tcgplayer.com/product/590027/pokemon-sv08-surging-sparks-pikachu-ex-238-191,
,,Hydreigon ex,Surging Sparks,240,https://www.tcgplayer.com/product/589967/pokemon-sv08-surging-sparks-hydreigon-ex-240-191,
,,Alolan Exeggutor ex,Surging Sparks,242,https://www.tcgplayer.com/product/589860/pokemon-sv08-surging-sparks-alolan-exeggutor-ex-242-191,
,,Flareon ex,Prismatic Evolutions,146,https://www.tcgplayer.com/product/610501/pokemon-sv-prismatic-evolutions-flareon-ex-146-131,
,,Ceruledge ex,Prismatic Evolutions,147,https://www.tcgplayer.com/product/610502/pokemon-sv-prismatic-evolutions-ceruledge-ex,
,,Vaporeon ex,Prismatic Evolutions,149,https://www.tcgplayer.com/product/610504/pokemon-sv-prismatic-evolutions-vaporeon-ex-149-131,
,,Glaceon ex,Prismatic Evolutions,150,https://www.tcgplayer.com/product/610505/pokemon-sv-prismatic-evolutions-glaceon-ex-150-131,
,,Sylveon ex,Prismatic Evolutions,156,https://www.tcgplayer.com/product/610511/pokemon-sv-prismatic-evolutions-sylveon-ex-156-131,
,,Umbreon ex,Prismatic Evolutions,161,https://www.tcgplayer.com/product/610516/pokemon-sv-prismatic-evolutions-umbreon-ex-161-131,
,,Eevee ex,SV Promos,174,https://www.tcgplayer.com/product/632083/pokemon-sv-scarlet-and-violet-promo-cards-eevee-ex-174,
,,Espeon ex,SV Promos,175,https://www.tcgplayer.com/product/655095/pokemon-sv-scarlet-and-violet-promo-cards-espeon-ex-175,
,,Umbreon ex,SV Promos,176,https://www.tcgplayer.com/product/655094/pokemon-sv-scarlet-and-violet-promo-cards-umbreon-ex-176,
,,Pikachu ex,Ascended Heroes,277,https://www.tcgplayer.com/product/676089/pokemon-me-ascended-heroes-pikachu-ex-277-217,
,,Sylveon ex,Terastal Gathering,234,,Stellar-type Tera Jewel; this card will only release in Simplified Chinese
