Ndex,Cameo Pokémon,Card name,Set,#,TCGPlayer Link,Notes
,,,Champion's Path,62,https://www.tcgplayer.com/product/223062/pokemon-champions-path-professors-research,
,,Professor's Research [Professor Magnolia],Sword & Shield,201,https://www.tcgplayer.com/product/208509/pokemon-swsh01-sword-and-shield-base-set-professors-research-full-art,
,,,Sword & Shield,209,https://www.tcgplayer.com/product/208510/pokemon-swsh01-sword-and-shield-base-set-professors-research-secret,
,,Professor's Research [Professor Magnolia],SV Promos,223,https://www.tcgplayer.com/product/664828/pokemon-sv-scarlet-and-violet-promo-cards-professors-research-223,
,,Dreepy,Fusion Strike,128,https://www.tcgplayer.com/product/253321/pokemon-swsh08-fusion-strike-dreepy,statue
,,Dancer,Fusion Strike,232,https://www.tcgplayer.com/product/253104/pokemon-swsh08-fusion-strike-dancer,
,,Leon,Crown Zenith,134,https://www.tcgplayer.com/product/478187/pokemon-swsh-crown-zenith-leon,Galar Taxi logo
824,Blipbug,Schoolboy,Fusion Strike,238,https://www.tcgplayer.com/product/253114/pokemon-swsh08-fusion-strike-schoolboy,emblem
,,Schoolboy,Fusion Strike,261,https://www.tcgplayer.com/product/253162/pokemon-swsh08-fusion-strike-schoolboy-full-art,
,,,Fusion Strike,276,https://www.tcgplayer.com/product/253277/pokemon-swsh08-fusion-strike-schoolboy-secret,
,,Schoolgirl,Fusion Strike,239,https://www.tcgplayer.com/product/253116/pokemon-swsh08-fusion-strike-schoolgirl,
,,Schoolgirl,Fusion Strike,262,https://www.tcgplayer.com/product/253163/pokemon-swsh08-fusion-strike-schoolgirl-full-art,
,,,Fusion Strike,277,https://www.tcgplayer.com/product/253279/pokemon-swsh08-fusion-strike-schoolgirl-secret,
826,Gigantamax Orbeetle,Deoxys VMAX,Crown Zenith,GG45,https://www.tcgplayer.com/product/477354/pokemon-swsh-crown-zenith-galarian-gallery-deoxys-vmax,
827,Nickit,Golurk V,Evolving Skies,182,https://www.tcgplayer.com/product/246695/pokemon-swsh07-evolving-skies-golurk-v-alternate-full-art,
,,Morpeko,SWSH Promos,116,https://www.tcgplayer.com/product/241881/pokemon-swsh-sword-and-shield-promo-cards-morpeko-swsh116,
828,Thievul,Lumiose City,Perfect Order,77,https://www.tcgplayer.com/product/684348/pokemon-me03-perfect-order-lumiose-city-077-088,picture
829,Gossifleur,Morpeko,SWSH Promos,116,https://www.tcgplayer.com/product/241881/pokemon-swsh-sword-and-shield-promo-cards-morpeko-swsh116,
830,Eldegoss,Player's Ceremony,S-P Promos,127,https://www.tcgplayer.com/product/597328/pokemon-japan-s-p-sword-and-shield-promos-players-ceremony-127-s-p,
,,Mawile,Fusion Strike,119,https://www.tcgplayer.com/product/253290/pokemon-swsh08-fusion-strike-mawile,seeds
831,Wooloo,Pokémon Breeder's Nurturing,Darkness Ablaze,166,https://www.tcgplayer.com/product/219281/pokemon-swsh03-darkness-ablaze-pokemon-breeders-nurturing,
,,Pokémon Breeder's Nurturing,Darkness Ablaze,188,https://www.tcgplayer.com/product/219311/pokemon-swsh03-darkness-ablaze-pokemon-breeders-nurturing-full-art,
,,,Darkness Ablaze,195,https://www.tcgplayer.com/product/219314/pokemon-swsh03-darkness-ablaze-pokemon-breeders-nurturing-secret,
,,Shroomish,Brilliant Stars,3,https://www.tcgplayer.com/product/263580/pokemon-swsh09-brilliant-stars-shroomish,
,,Kricketune,Crown Zenith,GG02,https://www.tcgplayer.com/product/478019/pokemon-swsh-crown-zenith-galarian-gallery-kricketune,
834,Drednaw,Nessa,Crown Zenith,136,https://www.tcgplayer.com/product/478190/pokemon-swsh-crown-zenith-nessa,picture
835,Yamper,Pokémon Breeder's Nurturing,Darkness Ablaze,166,https://www.tcgplayer.com/product/219281/pokemon-swsh03-darkness-ablaze-pokemon-breeders-nurturing,
,,Pokémon Breeder's Nurturing,Darkness Ablaze,188,https://www.tcgplayer.com/product/219311/pokemon-swsh03-darkness-ablaze-pokemon-breeders-nurturing-full-art,
,,,Darkness Ablaze,195,https://www.tcgplayer.com/product/219314/pokemon-swsh03-darkness-ablaze-pokemon-breeders-nurturing-secret,
,,Joltik,Paradox Rift,196,https://www.tcgplayer.com/product/523877/pokemon-sv04-paradox-rift-joltik-196-182,
836,Boltund,Probopass,Twilight Masquerade,182,https://www.tcgplayer.com/product/550226/pokemon-sv06-twilight-masquerade-probopass-182-167,
,,Sinistcha ex,Twilight Masquerade,210,https://www.tcgplayer.com/product/550254/pokemon-sv06-twilight-masquerade-sinistcha-ex-210-167,figure
,,Dancer,Fusion Strike,259,https://www.tcgplayer.com/product/253160/pokemon-swsh08-fusion-strike-dancer-full-art,DENSOKU logo
,,,Fusion Strike,274,https://www.tcgplayer.com/product/253272/pokemon-swsh08-fusion-strike-dancer-secret,
840,Applin,Morpeko,SWSH Promos,31,https://www.tcgplayer.com/product/210579/pokemon-swsh-sword-and-shield-promo-cards-morpeko-swsh031,
,,Dudunsparce,Paldea Evolved,229,https://www.tcgplayer.com/product/497633/pokemon-sv02-paldea-evolved-dudunsparce-229-193,
,,Clive,Paldean Fates,236,https://www.tcgplayer.com/product/535098/pokemon-sv-paldean-fates-clive-236-091,
,,Hydrapple ex,Stellar Crown,167,https://www.tcgplayer.com/product/567472/pokemon-sv07-stellar-crown-hydrapple-ex-167-142,
845,Cramorant,Arrokuda,Vivid Voltage,41,https://www.tcgplayer.com/product/226426/pokemon-swsh04-vivid-voltage-arrokuda,
,,Swallowed Up Pikachu,S-P Promos,105,https://www.tcgplayer.com/product/597306/pokemon-japan-s-p-sword-and-shield-promos-swallowed-up-pikachu-105-s-p,
,,Koko,Koko Illustration Contest,Twitter,,Jumbo
,,Rapid Strike Urshifu VMAX,Battle Styles,170,https://www.tcgplayer.com/product/234093/pokemon-swsh05-battle-styles-rapid-strike-urshifu-vmax-alternate-art-secret,
,,Mew,Crown Zenith,GG10,https://www.tcgplayer.com/product/478027/pokemon-swsh-crown-zenith-galarian-gallery-mew,
,,Cram-o-matic,Fusion Strike,229,https://www.tcgplayer.com/product/253100/pokemon-swsh08-fusion-strike-cram-o-matic,robot
,,Quick Ball,Fusion Strike,237,https://www.tcgplayer.com/product/253112/pokemon-swsh08-fusion-strike-quick-ball,
846,Arrokuda,Cramorant,Vivid Voltage,40,https://www.tcgplayer.com/product/226425/pokemon-swsh04-vivid-voltage-cramorant,
,,Rapid Strike Urshifu VMAX,Battle Styles,170,https://www.tcgplayer.com/product/234093/pokemon-swsh05-battle-styles-rapid-strike-urshifu-vmax-alternate-art-secret,
,,Mew,Crown Zenith,GG10,https://www.tcgplayer.com/product/478027/pokemon-swsh-crown-zenith-galarian-gallery-mew,
,,Cramorant,Journey Together,137,https://www.tcgplayer.com/product/623564/pokemon-sv09-journey-together-cramorant,
848,Toxel,Mew V,Fusion Strike,251,https://www.tcgplayer.com/product/253147/pokemon-swsh08-fusion-strike-mew-v-alternate-full-art,
849,Toxtricity,Mew V,Fusion Strike,251,https://www.tcgplayer.com/product/253147/pokemon-swsh08-fusion-strike-mew-v-alternate-full-art,
,,Sobble,MEP Promos,54,,statue
851,Centiskorch,Medicham V,Evolving Skies,186,https://www.tcgplayer.com/product/246707/pokemon-swsh07-evolving-skies-medicham-v-alternate-full-art,
,,Celebratory Fanfare,S-P Promos,254,https://www.tcgplayer.com/product/597427/pokemon-japan-s-p-sword-and-shield-promos-celebration-fanfare-254-s-p,
,,Kabu,Darkness Ablaze,163,https://www.tcgplayer.com/product/219277/pokemon-swsh03-darkness-ablaze-kabu,sign
,,,Champion's Path,55,https://www.tcgplayer.com/product/223055/pokemon-champions-path-kabu,
,,Kabu,Darkness Ablaze,186,https://www.tcgplayer.com/product/219308/pokemon-swsh03-darkness-ablaze-kabu-full-art,Motostoke Stadium logo
,,,Champion's Path,77,https://www.tcgplayer.com/product/223076/pokemon-champions-path-kabu-secret,
,,Gym Trainer,Shining Fates,59,https://www.tcgplayer.com/product/232536/pokemon-shining-fates-gym-trainer,
,,Kabu,Lost Origin,TG26,https://www.tcgplayer.com/product/284299/pokemon-swsh11-lost-origin-trainer-gallery-kabu,
,,Scorbunny,MEP Promos,53,,
852,Clobbopus,Rapid Strike Urshifu VMAX,Battle Styles,170,https://www.tcgplayer.com/product/234093/pokemon-swsh05-battle-styles-rapid-strike-urshifu-vmax-alternate-art-secret,
854,Sinistea,Indeedee,Battle Styles,120,https://www.tcgplayer.com/product/234164/pokemon-swsh05-battle-styles-indeedee,
855,Polteageist,Player's Ceremony,S-P Promos,127,https://www.tcgplayer.com/product/597328/pokemon-japan-s-p-sword-and-shield-promos-players-ceremony-127-s-p,
,,Iono,Paldea Evolved,269,https://www.tcgplayer.com/product/497689/pokemon-sv02-paldea-evolved-iono-269-193,teapot
860,Morgrem,Umbreon V,Evolving Skies,189,https://www.tcgplayer.com/product/246719/pokemon-swsh07-evolving-skies-umbreon-v-alternate-full-art,silhouette
861,Grimmsnarl,Umbreon V,Evolving Skies,189,https://www.tcgplayer.com/product/246719/pokemon-swsh07-evolving-skies-umbreon-v-alternate-full-art,silhouette
,,Dreepy,Fusion Strike,128,https://www.tcgplayer.com/product/253321/pokemon-swsh08-fusion-strike-dreepy,sign
862,Obstagoon,Toxtricity,Crown Zenith,GG09,https://www.tcgplayer.com/product/478026/pokemon-swsh-crown-zenith-galarian-gallery-toxtricity,
863,Perrserker,League Staff,Vivid Voltage,153,https://www.tcgplayer.com/product/226507/pokemon-swsh04-vivid-voltage-league-staff,
868,Milcery,Fennekin,Silver Tempest,25,https://www.tcgplayer.com/product/451656/pokemon-swsh12-silver-tempest-fennekin,
869,Alcremie,Player's Ceremony,S-P Promos,127,https://www.tcgplayer.com/product/597328/pokemon-japan-s-p-sword-and-shield-promos-players-ceremony-127-s-p,
,,Jasmine's Gaze,Surging Sparks,245,https://www.tcgplayer.com/product/589973/pokemon-sv08-surging-sparks-jasmines-gaze-245-191,sweets
870,Falinks,Empoleon V,Battle Styles,146,https://www.tcgplayer.com/product/234043/pokemon-swsh05-battle-styles-empoleon-v-alternate-full-art,
,,Paradise Resort,SV Promos,224,https://www.tcgplayer.com/product/649232/pokemon-sv-scarlet-and-violet-promo-cards-paradise-resort-224-world-championships-2025,
871,Pincurchin,Marill,Paldea Evolved,204,https://www.tcgplayer.com/product/497607/pokemon-sv02-paldea-evolved-marill-204-193,
,,Wugtrio,Paldean Fates,224,https://www.tcgplayer.com/product/534731/pokemon-sv-paldean-fates-wugtrio-224-091,
872,Snom,Path to the Peak,Astral Radiance,213,https://www.tcgplayer.com/product/272468/pokemon-swsh10-astral-radiance-path-to-the-peak-secret,
,,Player's Ceremony,S-P Promos,127,https://www.tcgplayer.com/product/597328/pokemon-japan-s-p-sword-and-shield-promos-players-ceremony-127-s-p,
,,Solosis,Silver Tempest,76,https://www.tcgplayer.com/product/451730/pokemon-swsh12-silver-tempest-solosis,
,,Kricketune,Crown Zenith,GG02,https://www.tcgplayer.com/product/478019/pokemon-swsh-crown-zenith-galarian-gallery-kricketune,
,,Melony,Crown Zenith,GG64,https://www.tcgplayer.com/product/478093/pokemon-swsh-crown-zenith-galarian-gallery-melony,
873,Frosmoth,Melony,Crown Zenith,GG64,https://www.tcgplayer.com/product/478093/pokemon-swsh-crown-zenith-galarian-gallery-melony,drawing
875,Eiscue,Melony,Crown Zenith,GG64,https://www.tcgplayer.com/product/478093/pokemon-swsh-crown-zenith-galarian-gallery-melony,
877,Morpeko,Marnie,SWSH Promos,120,https://www.tcgplayer.com/product/245871/pokemon-swsh-sword-and-shield-promo-cards-marnie-swsh120,
,,Paradise Resort,SV Promos,224,https://www.tcgplayer.com/product/649232/pokemon-sv-scarlet-and-violet-promo-cards-paradise-resort-224-world-championships-2025,
878,Cufant,Gordie,Evolving Skies,149,https://www.tcgplayer.com/product/246774/pokemon-swsh07-evolving-skies-gordie,Galar Minerals logo
,,Gordie,Evolving Skies,201,https://www.tcgplayer.com/product/246795/pokemon-swsh07-evolving-skies-gordie-full-art,
,,,Evolving Skies,223,https://www.tcgplayer.com/product/246796/pokemon-swsh07-evolving-skies-gordie-secret,
879,Copperajah,Poppy,Obsidian Flames,227,https://www.tcgplayer.com/product/509987/pokemon-sv03-obsidian-flames-poppy-227-197,
880,Dracozolt,Rare Fossil,Darkness Ablaze,167,https://www.tcgplayer.com/product/219282/pokemon-swsh03-darkness-ablaze-rare-fossil,fossil
,,Crustle,Evolving Skies,12,https://www.tcgplayer.com/product/246826/pokemon-swsh07-evolving-skies-crustle,
881,Arctozolt,Rare Fossil,Darkness Ablaze,167,https://www.tcgplayer.com/product/219282/pokemon-swsh03-darkness-ablaze-rare-fossil,fossil
,,Crustle,Evolving Skies,12,https://www.tcgplayer.com/product/246826/pokemon-swsh07-evolving-skies-crustle,
882,Dracovish,Rare Fossil,Darkness Ablaze,167,https://www.tcgplayer.com/product/219282/pokemon-swsh03-darkness-ablaze-rare-fossil,fossil
,,Crustle,Evolving Skies,12,https://www.tcgplayer.com/product/246826/pokemon-swsh07-evolving-skies-crustle,
883,Arctovish,Rare Fossil,Darkness Ablaze,167,https://www.tcgplayer.com/product/219282/pokemon-swsh03-darkness-ablaze-rare-fossil,fossil
,,Crustle,Evolving Skies,12,https://www.tcgplayer.com/product/246826/pokemon-swsh07-evolving-skies-crustle,
885,Dreepy,Mew V,Fusion Strike,251,https://www.tcgplayer.com/product/253147/pokemon-swsh08-fusion-strike-mew-v-alternate-full-art,
886,Drakloak,Celebratory Fanfare,MEP Promos,28,https://www.tcgplayer.com/product/681244/pokemon-me-mega-evolution-promo-celebratory-fanfare-ace-trainer,
888,Zacian,Rusted Sword,Shining Fates,62,https://www.tcgplayer.com/product/232543/pokemon-shining-fates-rusted-sword,
,,Scorbunny,MEP Promos,53,,Rusted Sword
,Crowned Zacian,Victory Proof,S-P Promos,1st,,
,,Pikachu,Crown Zenith,160,https://www.tcgplayer.com/product/478103/pokemon-swsh-crown-zenith-pikachu-secret,
,,Zamazenta V,Celebrations,18,https://www.tcgplayer.com/product/250299/pokemon-celebrations-zamazenta-v,only partially visible
889,Zamazenta,Rusted Shield,Shining Fates,61,https://www.tcgplayer.com/product/232544/pokemon-shining-fates-rusted-shield,
,,Grookey,MEP Promos,52,,Rusted Shield
,Crowned Zamazenta,Victory Proof,S-P Promos,1st,,
,,Zacian V,Celebrations,16,https://www.tcgplayer.com/product/250313/pokemon-celebrations-zacian-v,only partially visible
891,Kubfu,Blipbug,Battle Styles,17,https://www.tcgplayer.com/product/234085/pokemon-swsh05-battle-styles-blipbug,sign
,,Espurr,Battle Styles,60,https://www.tcgplayer.com/product/234232/pokemon-swsh05-battle-styles-espurr,
,,Mienfoo,Battle Styles,76,https://www.tcgplayer.com/product/234252/pokemon-swsh05-battle-styles-mienfoo,
,,Tower of Darkness,Battle Styles,137,https://www.tcgplayer.com/product/234144/pokemon-swsh05-battle-styles-tower-of-darkness,
,,Tower of Waters,Battle Styles,138,https://www.tcgplayer.com/product/234145/pokemon-swsh05-battle-styles-tower-of-waters,
,,Rapid Strike Style Mustard,Battle Styles,132,https://www.tcgplayer.com/product/234137/pokemon-swsh05-battle-styles-rapid-strike-style-mustard,jacket
892,Urshifu,Celebratory Fanfare,S-P Promos,254,https://www.tcgplayer.com/product/597427/pokemon-japan-s-p-sword-and-shield-promos-celebration-fanfare-254-s-p,
,Gigantamax Rapid Strike Urshifu,Pikachu,Crown Zenith,160,https://www.tcgplayer.com/product/478103/pokemon-swsh-crown-zenith-pikachu-secret,
893,Zarude,Koko,S-P Promos,106,https://www.tcgplayer.com/product/597307/pokemon-japan-s-p-sword-and-shield-promos-koko-106-s-p,
,,Plump Musician,S-P Promos,119,https://www.tcgplayer.com/product/597320/pokemon-japan-s-p-sword-and-shield-promos-plump-musician-119-s-p,
,,Koko,Koko Illustration Contest,Director's,,Jumbo
,,Koko,Koko Illustration Contest,Creatures,,Jumbo
,,Koko,Koko Illustration Contest,Parent-Child,,Jumbo
,,Koko,Koko Illustration Contest,Twitter,,Jumbo
897,Spectrier,Pikachu,Crown Zenith,160,https://www.tcgplayer.com/product/478103/pokemon-swsh-crown-zenith-pikachu-secret,
898,Calyrex,Pikachu,Crown Zenith,160,https://www.tcgplayer.com/product/478103/pokemon-swsh-crown-zenith-pikachu-secret,
,,Peony,Chilling Reign,150,https://www.tcgplayer.com/product/241855/pokemon-swsh06-chilling-reign-peony,statue
899,Wyrdeer,Temple of Sinnoh,Astral Radiance,155,https://www.tcgplayer.com/product/272407/pokemon-swsh10-astral-radiance-temple-of-sinnoh,statue
,,Temple of Sinnoh,Astral Radiance,214,https://www.tcgplayer.com/product/272469/pokemon-swsh10-astral-radiance-temple-of-sinnoh-secret,
900,Kleavor,Temple of Sinnoh,Astral Radiance,155,https://www.tcgplayer.com/product/272407/pokemon-swsh10-astral-radiance-temple-of-sinnoh,statue
,,Temple of Sinnoh,Astral Radiance,214,https://www.tcgplayer.com/product/272469/pokemon-swsh10-astral-radiance-temple-of-sinnoh-secret,
902,Basculegion,Hisuian Lilligant V,Astral Radiance,163,https://www.tcgplayer.com/product/272415/pokemon-swsh10-astral-radiance-hisuian-lilligant-v-alternate-full-art,
903,Sneasler,Bronzor,Astral Radiance,111,https://www.tcgplayer.com/product/272332/pokemon-swsh10-astral-radiance-bronzor,statue
904,Overqwil,Hisuian Lilligant V,Astral Radiance,163,https://www.tcgplayer.com/product/272415/pokemon-swsh10-astral-radiance-hisuian-lilligant-v-alternate-full-art,
