Ndex,Cameo Pokémon,Card name,Set,#,TCGPlayer Link,Notes
,,Genesect V,Fusion Strike,255,https://www.tcgplayer.com/product/253155/pokemon-swsh08-fusion-strike-genesect-v-alternate-full-art,graffiti
202,Wobbuffet,Thought Wave Machine,Neo Destiny,96,https://www.tcgplayer.com/product/89898/pokemon-neo-destiny-thought-wave-machine-rockets-secret-machine,
,,Special Veil,Groundbreakers,3,,
,,Meowth M,Movie Random Pack,17,https://www.tcgplayer.com/product/613757/pokemon-japan-movie-commemoration-random-pack-meowth-m-017-022,
,,Energy Switch,HeartGold & SoulSilver,91,https://www.tcgplayer.com/product/85259/pokemon-heartgold-soulsilver-energy-switch,
,,Bewear,Ash vs Team Rocket,18,https://www.tcgplayer.com/product/598647/pokemon-japan-smd-ash-vs-team-rocket-deck-kit-bewear,
,,Jessie & James,Hidden Fates,68,https://www.tcgplayer.com/product/197732/pokemon-hidden-fates-jessie-and-james-full-art,
,,Switch,Expedition,157,https://www.tcgplayer.com/product/89711/pokemon-expedition-switch,silhouette
206,Dunsparce,Mismagius,Unleashed,5,https://www.tcgplayer.com/product/87517/pokemon-unleashed-mismagius,
,,Dudunsparce,Paldea Evolved,229,https://www.tcgplayer.com/product/497633/pokemon-sv02-paldea-evolved-dudunsparce-229-193,
,,Last Chance Potion,Celestial Storm,135,https://www.tcgplayer.com/product/170996/pokemon-sm-celestial-storm-last-chance-potion,picture
207,Gligar,Golurk,Ancient Origins,41,https://www.tcgplayer.com/product/101463/pokemon-xy-ancient-origins-golurk-41,
208,Steelix,Metal Energy,HeartGold & SoulSilver,122,https://www.tcgplayer.com/product/87350/pokemon-heartgold-soulsilver-metal-energy-basic,silhouette
,,,2010 World Championships Decks,-,,
,,,Call of Legends,95,https://www.tcgplayer.com/product/87351/pokemon-call-of-legends-metal-energy-basic,
,,Boss's Orders [Corbeau],Ascended Heroes,183,https://www.tcgplayer.com/product/675995/pokemon-me-ascended-heroes-bosss-orders-corbeau-183-217,banner
,,Boss's Orders [Corbeau],Ascended Heroes,256,https://www.tcgplayer.com/product/676068/pokemon-me-ascended-heroes-bosss-orders-corbeau-256-217,
,Mega Steelix,Steelix Spirit Link,Steam Siege,106,https://www.tcgplayer.com/product/121230/pokemon-xy-steam-siege-steelix-spirit-link,
209,Snubbull,Floette,BREAKthrough,102,https://www.tcgplayer.com/product/107221/pokemon-xy-breakthrough-floette,
,,Lt. Yoshida,Great Detective Pikachu,25,https://www.tcgplayer.com/product/596464/pokemon-japan-smp2-great-detective-pikachu-lt-yoshida,
,,Morpeko,Shining Fates,36,https://www.tcgplayer.com/product/232470/pokemon-shining-fates-morpeko-036,
211,Qwilfish,Pokémon Pal City,Chūgoku Battle City Promo,-,,
,,Tornadus V,Chilling Reign,185,https://www.tcgplayer.com/product/241805/pokemon-swsh06-chilling-reign-tornadus-v-alternate-full-art,
,Hisuian Qwilfish,Hisuian Lilligant V,Astral Radiance,163,https://www.tcgplayer.com/product/272415/pokemon-swsh10-astral-radiance-hisuian-lilligant-v-alternate-full-art,
212,Mega Scizor,Scizor Spirit Link,BREAKpoint,111,https://www.tcgplayer.com/product/111639/pokemon-xy-breakpoint-scizor-spirit-link,
213,Shuckle,Morpeko,Shining Fates,35,https://www.tcgplayer.com/product/232468/pokemon-shining-fates-morpeko-035,
214,Heracross,Beautifly M,Movie Random Pack,3,https://www.tcgplayer.com/product/613747/pokemon-japan-movie-commemoration-random-pack-beautifly-m-003-022,
,,Weedle,Chilling Reign,1,https://www.tcgplayer.com/product/241648/pokemon-swsh06-chilling-reign-weedle,
,,Mega Heracross ex,Phantasmal Flames,108,https://www.tcgplayer.com/product/662187/pokemon-me02-phantasmal-flames-mega-heracross-ex-108-094,
215,Sneasel,Illusion's Zorua,2010 Card Design Contest,Pucchigumi,,
,,Team Rocket's Wobbuffet,SV Promos,203,https://www.tcgplayer.com/product/635467/pokemon-sv-scarlet-and-violet-promo-cards-team-rockets-wobbuffet,
,,Battle Cage,Phantasmal Flames,116,https://www.tcgplayer.com/product/662131/pokemon-me02-phantasmal-flames-battle-cage-116-094,
,Hisuian Sneasel,Hisuian Sneasler V,Astral Radiance,175,https://www.tcgplayer.com/product/272425/pokemon-swsh10-astral-radiance-hisuian-sneasler-v-alternate-full-art,
,,Litten,Temporal Forces,167,https://www.tcgplayer.com/product/542888/pokemon-sv05-temporal-forces-litten-167-162,figure
216,Teddiursa,Pokémon Pal City,Hokkaidō Battle City Promo,-,https://www.tcgplayer.com/product/617277/pokemon-japan-battle-road-pokemon-pal-city-hokkaido,
,,Ursaring,Legendary Treasures,RC16,https://www.tcgplayer.com/product/90257/pokemon-legendary-treasures-radiant-collection-ursaring,
,,Ice Rider Calyrex V,Chilling Reign,164,https://www.tcgplayer.com/product/241700/pokemon-swsh06-chilling-reign-ice-rider-calyrex-v-alternate-full-art,
,,Bloodmoon Ursaluna ex,Twilight Masquerade,216,https://www.tcgplayer.com/product/550260/pokemon-sv06-twilight-masquerade-bloodmoon-ursaluna-ex-216-167,
,,Phanpy,Vivid Voltage,86,https://www.tcgplayer.com/product/226517/pokemon-swsh04-vivid-voltage-phanpy,plushie
,,Salvatore,Temporal Forces,212,https://www.tcgplayer.com/product/542933/pokemon-sv05-temporal-forces-salvatore-212-162,wood carving
218,Slugma,Ethan's Adventure,Destined Rivals,236,https://www.tcgplayer.com/product/633036/pokemon-sv10-destined-rivals-ethans-adventure-236-182,
220,Swinub,Light Piloswine,Neo Destiny,26,https://www.tcgplayer.com/product/86747/pokemon-neo-destiny-light-piloswine,
,,Hisuian Lilligant V,Astral Radiance,163,https://www.tcgplayer.com/product/272415/pokemon-swsh10-astral-radiance-hisuian-lilligant-v-alternate-full-art,
222,Corsola,Tropical Tidal Wave,Nintendo Promos,27,https://www.tcgplayer.com/product/224551/pokemon-nintendo-promos-tropical-tidal-wave-027-2005-world-championships-staff,
,,Mareanie,Darkness Ablaze,51,https://www.tcgplayer.com/product/219377/pokemon-swsh03-darkness-ablaze-mareanie,
,,Incineroar,Silver Tempest,32,https://www.tcgplayer.com/product/451663/pokemon-swsh12-silver-tempest-incineroar,
223,Remoraid,Mantine,Mysterious Treasures,29,https://www.tcgplayer.com/product/87183/pokemon-mysterious-treasures-mantine,this is the only Mantine card to have a Remoraid other than the one under its wing
,,Vaporeon,Ancient Origins,22,https://www.tcgplayer.com/product/101443/pokemon-xy-ancient-origins-vaporeon,
,,Vaporeon VMAX,SWSH Promos,182,https://www.tcgplayer.com/product/253417/pokemon-swsh-sword-and-shield-promo-cards-vaporeon-vmax-swsh182,
,,Lapras,Crown Zenith,GG05,https://www.tcgplayer.com/product/477049/pokemon-swsh-crown-zenith-galarian-gallery-lapras,
224,Octillery,Remoraid,Battle Styles,36,https://www.tcgplayer.com/product/234168/pokemon-swsh05-battle-styles-remoraid,
225,Delibird,Saguaro,Paldea Evolved,270,https://www.tcgplayer.com/product/497691/pokemon-sv02-paldea-evolved-saguaro-270-193,
226,Mantine,Remoraid,Unleashed,59,https://www.tcgplayer.com/product/88699/pokemon-unleashed-remoraid,
,,Vaporeon,Ancient Origins,22,https://www.tcgplayer.com/product/101443/pokemon-xy-ancient-origins-vaporeon,
,,Vaporeon VMAX,SWSH Promos,182,https://www.tcgplayer.com/product/253417/pokemon-swsh-sword-and-shield-promo-cards-vaporeon-vmax-swsh182,
,,Lapras,Crown Zenith,GG05,https://www.tcgplayer.com/product/477049/pokemon-swsh-crown-zenith-galarian-gallery-lapras,
,,Paradise Resort,SV Promos,150,https://www.tcgplayer.com/product/578146/pokemon-sv-scarlet-and-violet-promo-cards-paradise-resort-150-world-championships-2024,
,,Time Shard,Aquapolis,135,https://www.tcgplayer.com/product/89919/pokemon-aquapolis-time-shard,silhouette
,,Remoraid,Mysterious Treasures,95,https://www.tcgplayer.com/product/88697/pokemon-mysterious-treasures-remoraid,
227,Skarmory,Mega Skarmory ex,Perfect Order,106,https://www.tcgplayer.com/product/684352/pokemon-me03-perfect-order-mega-skarmory-ex-106-088,
,,Ho-Oh,Neo Revelation,18,https://www.tcgplayer.com/product/86119/pokemon-neo-revelation-ho-oh-18,only partially visible
,,,Lost Thunder,160,https://www.tcgplayer.com/product/178983/pokemon-sm-lost-thunder-ho-oh,
228,Houndour,Celebratory Fanfare,S-P Promos,254,https://www.tcgplayer.com/product/597427/pokemon-japan-s-p-sword-and-shield-promos-celebration-fanfare-254-s-p,
229,Mega Houndoom,Houndoom Spirit Link,BREAKthrough,142,https://www.tcgplayer.com/product/107261/pokemon-xy-breakthrough-houndoom-spirit-link,
231,Phanpy,Hassel,Twilight Masquerade,151,https://www.tcgplayer.com/product/550195/pokemon-sv06-twilight-masquerade-hassel-151-167,"drawing, only partially visible"
232,Donphan,Pikachu,SM Promos,234,https://www.tcgplayer.com/product/200275/pokemon-sm-promos-pikachu-sm234,
,,Victini ex,SV-P Promos,52,,"this card was only released in Traditional Chinese, Indonesian, Thai, and Simplified Chinese"
,,Phanpy,Surging Sparks,205,https://www.tcgplayer.com/product/590024/pokemon-sv08-surging-sparks-phanpy-205-191,
233,Porygon2,Switch,Expedition,157,https://www.tcgplayer.com/product/89711/pokemon-expedition-switch,
,,Pokémon Reversal,HeartGold & SoulSilver,99,https://www.tcgplayer.com/product/88236/pokemon-heartgold-soulsilver-pokemon-reversal,
,,Porygon-Z,Paradox Rift,214,https://www.tcgplayer.com/product/523895/pokemon-sv04-paradox-rift-porygon-z-214-182,figure
234,Stantler,Pokémon Pal City,Kansai Battle City Promo,-,https://www.tcgplayer.com/product/617281/pokemon-japan-battle-road-pokemon-pal-city-kansai,
235,Smeargle,Mew V,Fusion Strike,251,https://www.tcgplayer.com/product/253147/pokemon-swsh08-fusion-strike-mew-v-alternate-full-art,
,,Genesect V,Fusion Strike,255,https://www.tcgplayer.com/product/253155/pokemon-swsh08-fusion-strike-genesect-v-alternate-full-art,
,,Bibarel,Pokémon GO,60,https://www.tcgplayer.com/product/276983/pokemon-pokemon-go-bibarel,
,,Champions Festival,SM Promos,231,https://www.tcgplayer.com/product/198360/pokemon-sm-promos-champions-festival-sm231-world-championships-2019,drawing
,,Eldegoss,Evolving Skies,16,https://www.tcgplayer.com/product/246831/pokemon-swsh07-evolving-skies-eldegoss,only its paint
,,Mawile,Fusion Strike,119,https://www.tcgplayer.com/product/253290/pokemon-swsh08-fusion-strike-mawile,
,,Meowth,Fusion Strike,199,https://www.tcgplayer.com/product/253291/pokemon-swsh08-fusion-strike-meowth,
236,Tyrogue,Hitmontop,Aquapolis,82,https://www.tcgplayer.com/product/86113/pokemon-aquapolis-hitmontop,
,,Eevee,SM Promos,235,https://www.tcgplayer.com/product/200276/pokemon-sm-promos-eevee-sm235,
,,Lacey,Stellar Crown,172,https://www.tcgplayer.com/product/567484/pokemon-sv07-stellar-crown-lacey-172-142,picture
237,Hitmontop,Tyrogue,Aquapolis,63,https://www.tcgplayer.com/product/90127/pokemon-aquapolis-tyrogue,
,,Tyrogue,P Promos,23,https://www.tcgplayer.com/product/613738/pokemon-japan-p-promotional-cards-tyrogue-023-p,
238,Smoochum,Tropical Breeze,VS: Tropical Mega Battle,-,,
,,Pokémon Fan Club,Aquapolis,130,https://www.tcgplayer.com/product/88225/pokemon-aquapolis-pokemon-fan-club,
,,Pokémon Collector,HeartGold & SoulSilver,97,https://www.tcgplayer.com/product/88217/pokemon-heartgold-soulsilver-pokemon-collector,
239,Elekid,Pokémon Valley,Miscellaneous Promos,-,https://www.tcgplayer.com/product/617252/pokemon-japan-corocoro-promotional-cards-pokemon-valley-jumbo,Jumbo
,,Broken Ground Gym,Neo Destiny,92,https://www.tcgplayer.com/product/83990/pokemon-neo-destiny-broken-ground-gym,
240,Magby,Pokémon Fan Club,POP Series 4,9,https://www.tcgplayer.com/product/88226/pokemon-pop-series-4-pokemon-fan-club,
,,Pokémon Pal City,Kyūshū Battle City Promo,-,https://www.tcgplayer.com/product/617275/pokemon-japan-battle-road-pokemon-pal-city-kyushu,
241,Miltank,Pokémon Breeder,Shining Legends,63,https://www.tcgplayer.com/product/146730/pokemon-shining-legends-pokemon-breeder,
,,Pokémon Breeder,Shining Legends,73,https://www.tcgplayer.com/product/146731/pokemon-shining-legends-pokemon-breeder-full-art,
,,Orbeetle VMAX,Lost Origin,TG13,https://www.tcgplayer.com/product/284273/pokemon-swsh11-lost-origin-trainer-gallery-orbeetle-vmax,
,,Moo-Moo Milk,Neo Genesis,101,https://www.tcgplayer.com/product/87574/pokemon-neo-genesis-moo-moo-milk,picture
,,,Expedition,155,https://www.tcgplayer.com/product/87575/pokemon-expedition-moo-moo-milk,
,,Moomoo Milk,HeartGold & SoulSilver,94,https://www.tcgplayer.com/product/87576/pokemon-heartgold-soulsilver-moomoo-milk,
,,Moomoo Milk,Lost Thunder,185,https://www.tcgplayer.com/product/179018/pokemon-sm-lost-thunder-moomoo-milk,
,,Moomoo Cheese,Vivid Voltage,156,https://www.tcgplayer.com/product/226515/pokemon-swsh04-vivid-voltage-moomoo-cheese,
,,Inkay,Chilling Reign,69,https://www.tcgplayer.com/product/241730/pokemon-swsh06-chilling-reign-inkay,
242,Blissey,Chansey,Twilight Masquerade,187,https://www.tcgplayer.com/product/550231/pokemon-sv06-twilight-masquerade-chansey-187-167,
243,Raikou,Burned Tower,Undaunted,71,https://www.tcgplayer.com/product/84058/pokemon-undaunted-burned-tower,
,,Illusion's Zoroark,2010 Card Design Contest,4th Grade,,
,,Illusion's Zoroark,2010 Card Design Contest,CoroCoro Ichiban!,,
,,Entei,POP Series 2,1,https://www.tcgplayer.com/product/85271/pokemon-pop-series-2-entei,only partially visible
244,Entei,Latias and Latios,J Promos,2,https://www.tcgplayer.com/product/613697/pokemon-japan-j-promotional-cards-latias-and-latios-jumbo,Jumbo
,,Burned Tower,Undaunted,71,https://www.tcgplayer.com/product/84058/pokemon-undaunted-burned-tower,
,,Illusion's Zoroark,2010 Card Design Contest,4th Grade,,
,,Illusion's Zoroark,2010 Card Design Contest,CoroCoro Ichiban!,,
,,Tauros,POP Series 2,5,https://www.tcgplayer.com/product/89762/pokemon-pop-series-2-tauros,only partially visible
245,Suicune,Burned Tower,Undaunted,71,https://www.tcgplayer.com/product/84058/pokemon-undaunted-burned-tower,
,,Illusion's Zoroark,2010 Card Design Contest,4th Grade,,
,,Illusion's Zoroark,2010 Card Design Contest,CoroCoro Ichiban!,,
,,Pretend Tea Ceremony Pikachu,SM-P Promos,325,https://www.tcgplayer.com/product/598402/pokemon-japan-sm-p-sun-and-moon-promos-pretend-tea-ceremony-pikachu-325-sm-p,
,,Quaquaval ex,Paldea Evolved,260,https://www.tcgplayer.com/product/497679/pokemon-sv02-paldea-evolved-quaquaval-ex-260-193,picture
246,Larvitar,Probopass,Twilight Masquerade,182,https://www.tcgplayer.com/product/550226/pokemon-sv06-twilight-masquerade-probopass-182-167,
,,Pikachu,P Promos,4,https://www.tcgplayer.com/product/613721/pokemon-japan-p-promotional-cards-pikachu-004-p,only partially visible
247,Pupitar,Larvitar,Lost Thunder,114,https://www.tcgplayer.com/product/178927/pokemon-sm-lost-thunder-larvitar-114,sand sculpture
248,Tyranitar,Larvitar,Lost Thunder,114,https://www.tcgplayer.com/product/178927/pokemon-sm-lost-thunder-larvitar-114,sand sculpture
,Mega Tyranitar,Tyranitar Spirit Link,Ancient Origins,81,https://www.tcgplayer.com/product/101503/pokemon-xy-ancient-origins-tyranitar-spirit-link,
249,Lugia,Lucky Stadium,Kantō World Challenge Promo,-,,
,,Latias and Latios,J Promos,2,https://www.tcgplayer.com/product/613697/pokemon-japan-j-promotional-cards-latias-and-latios-jumbo,Jumbo
,,Illusion's Zoroark,2010 Card Design Contest,4th Grade,,
,,Illusion's Zoroark,2010 Card Design Contest,CoroCoro Ichiban!,,
,,Alakazam-EX,Fates Collide,125,https://www.tcgplayer.com/product/117896/pokemon-xy-fates-collide-alakazam-ex-secret,
,,Hoopa,XY-P Promos,155,https://www.tcgplayer.com/product/602060/pokemon-japan-xy-p-xy-promos-hoopa-155-xy-p,
,,Zeraora and Friends,SM-P Promos,-,,Jumbo
,,Regidrago V,Silver Tempest,184,https://www.tcgplayer.com/product/451832/pokemon-swsh12-silver-tempest-regidrago-v-alternate-full-art,
,,Ho-Oh,Neo Revelation,18,https://www.tcgplayer.com/product/86119/pokemon-neo-revelation-ho-oh-18,only partially visible
,,,Lost Thunder,160,https://www.tcgplayer.com/product/178983/pokemon-sm-lost-thunder-ho-oh,
,,Water Energy,HeartGold & SoulSilver,117,https://www.tcgplayer.com/product/90512/pokemon-heartgold-soulsilver-water-energy,silhouette
,,,Call of Legends,90,https://www.tcgplayer.com/product/90525/pokemon-call-of-legends-water-energy,
,,Okuge-sama and Maiko-han Pikachu,XY-P Promos,221,https://www.tcgplayer.com/product/602125/pokemon-japan-xy-p-xy-promos-okuge-sama-and-maiko-han-pikachu-221-xy-p,
,,Totodile,MEP Promos,48,,Silver Wing
,,Umbreon ,Neo Discovery ,32,https://www.tcgplayer.com/product/90142/pokemon-neo-discovery-umbreon-32,carving
,,Eevee,VMAX Climax,210,https://www.tcgplayer.com/product/571462/pokemon-japan-s8b-vmax-climax-eevee-210-184,"picture; this card was released in English, but the cameo is covered by text"
250,Ho-Oh,Lucky Stadium,Kansai World Challenge Promo,-,,
,,No.1 Trainer,Neo Summer Road Best in Japan,-,,
,,No.2 Trainer,Neo Summer Road Best in Japan,-,,
,,No.3 Trainer,Neo Summer Road Best in Japan,-,,
,,Illusion's Zoroark,2010 Card Design Contest,4th Grade,,
,,Illusion's Zoroark,2010 Card Design Contest,CoroCoro,,
,,Illusion's Zoroark,2010 Card Design Contest,CoroCoro Ichiban!,,
,,Celebratory Fanfare,MEP Promos,28,https://www.tcgplayer.com/product/681244/pokemon-me-mega-evolution-promo-celebratory-fanfare-ace-trainer,
,,Lugia,Neo Revelation,20,https://www.tcgplayer.com/product/86904/pokemon-neo-revelation-lugia,only partially visible
,,Skarmory,Neo Revelation,23,https://www.tcgplayer.com/product/89233/pokemon-neo-revelation-skarmory,
,,Illusion's Zoroark,2010 Card Design Contest,3rd Grade,,
,,Fire Energy,HeartGold & SoulSilver,116,https://www.tcgplayer.com/product/85464/pokemon-heartgold-soulsilver-fire-energy,silhouette
,,,Call of Legends,89,https://www.tcgplayer.com/product/85465/pokemon-call-of-legends-fire-energy,
,,Chikorita,MEP Promos,46,https://www.tcgplayer.com/product/686342/pokemon-me-mega-evolution-promo-chikorita-cosmos-holo,Rainbow Wing
,,Okuge-sama and Maiko-han Pikachu,XY-P Promos,221,https://www.tcgplayer.com/product/602125/pokemon-japan-xy-p-xy-promos-okuge-sama-and-maiko-han-pikachu-221-xy-p,kimono
,,Tropical Present,Miscellaneous Promos,©2001,https://www.tcgplayer.com/product/617346/pokemon-japan-pokemon-card-fan-club-tropical-present-summer-2001-jumbo,fireworks; Jumbo
,,Golbat,Skyridge,60,https://www.tcgplayer.com/product/85792/pokemon-skyridge-golbat,geoglyph
,,Skarmory,Skyridge,97,https://www.tcgplayer.com/product/89236/pokemon-skyridge-skarmory,
,,Yanma,Skyridge,116,https://www.tcgplayer.com/product/90682/pokemon-skyridge-yanma,
251,Celebi,New Century Present,Miscellaneous Promos,-,https://www.tcgplayer.com/product/617341/pokemon-japan-pokemon-card-fan-club-new-century-present-jumbo,Jumbo
,,Latias and Latios,J Promos,2,https://www.tcgplayer.com/product/613697/pokemon-japan-j-promotional-cards-latias-and-latios-jumbo,Jumbo
,,Championship Arena,Nintendo Promos,28,https://www.tcgplayer.com/product/84163/pokemon-nintendo-promos-championship-arena-028-2005-world-championships,
,,Indigo Plateau,Triumphant,86,https://www.tcgplayer.com/product/86273/pokemon-triumphant-indigo-plateau,
,,Illusion's Zorua,2010 Card Design Contest,Pokémon Fan,,
,,Illusion's Zoroark,2010 Card Design Contest,4th Grade,,
,,Master's Key,L-P Promos,68,https://www.tcgplayer.com/product/608607/pokemon-japan-l-p-legends-promos-masters-key,
,,Koko,Koko Illustration Contest,Director's,,Jumbo
,,Koko,Koko Illustration Contest,Parent-Child,,Jumbo
,,Koko,Koko Illustration Contest,Twitter,,Jumbo
,,Grass Energy,HeartGold & SoulSilver,115,https://www.tcgplayer.com/product/85879/pokemon-heartgold-soulsilver-grass-energy,silhouette
,,,2010 World Championships Decks,-,https://www.tcgplayer.com/product/480051/pokemon-world-championship-decks-grass-energy-2010-yuka-furusawa,
,,,Call of Legends,88,https://www.tcgplayer.com/product/85880/pokemon-call-of-legends-grass-energy,
